EmpID,Name,Age,YearsAtCompany,JobSatisfaction,WorkLifeBalance,MonthlyIncome,OverTimeHours,DistanceFromHome_km,PromotionLast5Years,Attrition
EMP2537,Employee_2538,39,5,Very Low,Good,8432,1 hours,28.462,No,Yes
EMP2538,Employee_2539,43,1,Low,Excellent,3687,4 hours,24.914,No,No
EMP2539,Employee_2540,34,13,Low,Worst,16175,11 hours,3.728,Yes,No
EMP2540,Employee_2541,26,10,Very Low,Excellent,3068,8 hours,8.631,Yes,Yes
EMP2541,Employee_2542,40,11,Low,Good,13295,5 hours,11.884,Yes,No
EMP2542,Employee_2543,45,1,High,Good,9774,11 hours,25.974,No,No
EMP2543,Employee_2544,33,10,Low,Bad,19803,3 hours,17.788,No,No
EMP2544,Employee_2545,56,6,Very Low,Bad,15190,2 hours,3.873,No,No
EMP2545,Employee_2546,40,0,High,Bad,13789,7 hours,16.491,No,No
EMP2546,Employee_2547,37,12,Low,Bad,9891,2 hours,4.268,No,No
EMP2547,Employee_2548,24,1,High,Good,13316,No OT,20.078,No,No
EMP2548,Employee_2549,22,11,Very Low,Bad,3439,3 hours,11.274,No,No
EMP2549,Employee_2550,42,7,Low,Excellent,10466,10 hours,19.851,No,No
EMP2550,Employee_2551,45,5,High,Worst,6209,12 hours,16.758,Yes,Yes
EMP2551,Employee_2552,56,14,High,Good,6549,4 hours,21.699,Yes,Yes
EMP2552,Employee_2553,43,13,Low,Bad,19998,4 hours,19.305,No,No
EMP2553,Employee_2554,38,1,High,Good,6078,4 hours,4.959,No,No
EMP2554,Employee_2555,44,6,High,Bad,6490,7 hours,24.224,No,No
EMP2555,Employee_2556,40,3,Very Low,Good,6543,7 hours,27.116,No,No
EMP2556,Employee_2557,31,1,Very Low,Bad,9751,11 hours,14.894,No,Yes
EMP2557,Employee_2558,52,11,Very Low,Worst,17906,12 hours,27.965,No,Yes
EMP2558,Employee_2559,23,5,Very Low,Bad,17425,3 hours,5.848,No,No
EMP2559,Employee_2560,26,10,Very Low,Excellent,14811,8 hours,28.039,No,Yes
EMP2560,Employee_2561,41,14,Very Low,Good,9781,No OT,25.007,Yes,No
EMP2561,Employee_2562,52,8,Low,Good,18563,4 hours,20.752,No,No
EMP2562,Employee_2563,36,10,Very Low,Excellent,17797,4 hours,12.177,No,No
EMP2563,Employee_2564,43,8,High,Excellent,3300,4 hours,16.69,No,No
EMP2564,Employee_2565,53,13,Low,Worst,7695,7 hours,25.256,No,Yes
EMP2565,Employee_2566,47,7,High,Good,15174,8 hours,1.679,No,No
EMP2566,Employee_2567,58,14,Very Low,Worst,19222,2 hours,24.89,No,Yes
EMP2567,Employee_2568,41,2,Very Low,Good,19661,8 hours,18.131,Yes,No
EMP2568,Employee_2569,36,2,High,Good,13750,12 hours,28.429,No,Yes
EMP2569,Employee_2570,53,1,High,Worst,10307,10 hours,18.705,No,No
EMP2570,Employee_2571,25,4,High,Good,16818,7 hours,25.311,No,No
EMP2571,Employee_2572,25,13,Very High,Good,4389,2 hours,21.132,No,Yes
EMP2572,Employee_2573,53,11,Very High,Worst,11882,1 hours,16.942,No,No
EMP2573,Employee_2574,20,13,Very High,Bad,13040,3 hours,23.246,No,No
EMP2574,Employee_2575,29,3,Very High,Worst,9141,12 hours,13.342,No,No
EMP2575,Employee_2576,40,6,Low,Good,16110,11 hours,5.789,No,Yes
EMP2576,Employee_2577,24,3,Very Low,Excellent,8969,1 hours,1.533,Yes,Yes
EMP2577,Employee_2578,21,8,High,Bad,16162,3 hours,19.202,No,No
EMP2578,Employee_2579,41,11,Very Low,Excellent,12131,4 hours,29.776,No,Yes
EMP2579,Employee_2580,21,11,High,Bad,8037,1 hours,16.534,No,No
EMP2580,Employee_2581,29,1,Very Low,Excellent,17693,11 hours,19.725,No,Yes
EMP2581,Employee_2582,53,10,Low,Bad,5451,7 hours,7.694,No,No
EMP2582,Employee_2583,35,13,Very High,Worst,3024,No OT,6.006,No,No
EMP2583,Employee_2584,58,5,Very Low,Bad,8962,2 hours,27.998,No,No
EMP2584,Employee_2585,41,14,High,Bad,5556,6 hours,5.545,No,No
EMP2585,Employee_2586,31,6,Very Low,Bad,19444,9 hours,10.66,No,No
EMP2586,Employee_2587,43,3,Low,Good,10675,No OT,24.611,No,No
EMP2587,Employee_2588,59,12,Low,Excellent,19506,12 hours,5.907,No,Yes
EMP2588,Employee_2589,57,5,Very Low,Worst,8616,10 hours,25.362,No,Yes
EMP2589,Employee_2590,29,6,Very High,Excellent,13294,1 hours,5.485,No,No
EMP2590,Employee_2591,54,3,High,Excellent,17010,2 hours,2.235,No,No
EMP2591,Employee_2592,51,14,Low,Worst,16394,1 hours,11.906,Yes,No
EMP2592,Employee_2593,26,7,Low,Good,12922,1 hours,10.9,No,No
EMP2593,Employee_2594,40,8,Very Low,Bad,7089,11 hours,16.894,Yes,No
EMP2594,Employee_2595,39,0,Low,Good,17448,10 hours,25.039,No,No
EMP2595,Employee_2596,45,6,Low,Good,5472,5 hours,2.145,No,No
EMP2596,Employee_2597,23,8,High,Bad,13469,6 hours,24.804,No,No
EMP2597,Employee_2598,41,14,Very High,Excellent,10450,5 hours,15.476,No,No
EMP2598,Employee_2599,34,11,High,Bad,5964,10 hours,2.475,No,No
EMP2599,Employee_2600,59,9,Very High,Worst,11104,5 hours,29.499,No,No
EMP2600,Employee_2601,40,4,High,Bad,5212,8 hours,20.305,No,No
EMP2601,Employee_2602,34,11,Very Low,Excellent,12454,7 hours,11.047,No,No
EMP2602,Employee_2603,41,1,Low,Good,9792,7 hours,28.8,No,No
EMP2603,Employee_2604,47,9,Very High,Good,12554,5 hours,13.156,No,No
EMP2604,Employee_2605,33,5,Very Low,Bad,11703,4 hours,28.955,Yes,No
EMP2605,Employee_2606,46,11,Low,Worst,16219,8 hours,23.063,No,Yes
EMP2606,Employee_2607,59,11,Low,Excellent,18399,11 hours,16.676,No,No
EMP2607,Employee_2608,47,6,Low,Good,10660,1 hours,25.08,Yes,No
EMP2608,Employee_2609,45,1,High,Bad,4702,6 hours,22.799,No,No
EMP2609,Employee_2610,21,1,Very Low,Worst,19774,5 hours,22.322,No,Yes
EMP2610,Employee_2611,44,9,Very Low,Worst,7271,6 hours,2.604,No,No
EMP2611,Employee_2612,22,14,Low,Good,11955,11 hours,15.932,No,No
EMP2612,Employee_2613,27,13,Very High,Good,14459,3 hours,14.593,Yes,No
EMP2613,Employee_2614,52,11,Very Low,Excellent,9674,8 hours,12.471,No,No
EMP2614,Employee_2615,54,9,High,Worst,8446,6 hours,6.047,No,No
EMP2615,Employee_2616,25,0,Very High,Excellent,4963,1 hours,26.127,No,Yes
EMP2616,Employee_2617,58,3,Very High,Worst,12977,12 hours,11.196,No,No
EMP2617,Employee_2618,42,6,Very High,Worst,13466,3 hours,9.175,No,No
EMP2618,Employee_2619,44,13,Very High,Bad,8177,4 hours,25.003,No,No
EMP2619,Employee_2620,38,8,Very Low,Good,14160,1 hours,23.501,No,No
EMP2620,Employee_2621,24,14,Low,Worst,7572,9 hours,25.313,No,No
EMP2621,Employee_2622,30,2,Very High,Excellent,10543,7 hours,15.983,No,No
EMP2622,Employee_2623,31,11,High,Good,11907,No OT,2.836,Yes,No
EMP2623,Employee_2624,29,10,High,Excellent,19626,2 hours,23.288,No,Yes
EMP2624,Employee_2625,27,6,Low,Good,9510,No OT,14.992,No,No
EMP2625,Employee_2626,43,6,Very Low,Good,6323,4 hours,7.476,No,No
EMP2626,Employee_2627,47,6,Low,Worst,12537,7 hours,17.069,Yes,No
EMP2627,Employee_2628,55,1,Very High,Bad,13615,6 hours,24.657,No,Yes
EMP2628,Employee_2629,56,5,Very Low,Worst,4432,8 hours,10.316,No,No
EMP2629,Employee_2630,40,1,Very Low,Good,10655,1 hours,18.766,No,Yes
EMP2630,Employee_2631,27,5,Very High,Worst,11431,11 hours,10.962,No,Yes
EMP2631,Employee_2632,28,12,High,Worst,11330,7 hours,29.439,No,Yes
EMP2632,Employee_2633,34,9,Very High,Good,14385,7 hours,4.4,No,No
EMP2633,Employee_2634,59,2,Low,Good,11611,5 hours,25.44,No,Yes
EMP2634,Employee_2635,37,13,Very High,Worst,16872,2 hours,14.929,No,No
EMP2635,Employee_2636,39,1,High,Worst,19687,1 hours,25.61,No,Yes
EMP2636,Employee_2637,25,11,Very High,Worst,5162,7 hours,19.588,No,Yes
EMP2637,Employee_2638,31,14,Low,Excellent,9486,5 hours,20.728,Yes,No
EMP2638,Employee_2639,21,13,Low,Worst,7102,3 hours,20.398,No,No
EMP2639,Employee_2640,26,5,High,Excellent,18948,4 hours,25.303,No,No
EMP2640,Employee_2641,35,1,Low,Bad,13418,4 hours,13.494,No,No
EMP2641,Employee_2642,22,4,Low,Excellent,4168,12 hours,10.972,Yes,No
EMP2642,Employee_2643,22,1,Very High,Worst,3415,8 hours,2.628,No,Yes
EMP2643,Employee_2644,46,2,Very Low,Bad,13905,12 hours,7.764,Yes,No
EMP2644,Employee_2645,59,2,Low,Excellent,16432,12 hours,10.521,No,No
EMP2645,Employee_2646,57,5,Low,Excellent,8243,8 hours,6.745,No,No
EMP2646,Employee_2647,52,5,High,Good,19533,7 hours,10.751,No,No
EMP2647,Employee_2648,47,9,High,Bad,8899,7 hours,26.38,No,Yes
EMP2648,Employee_2649,20,2,Very High,Good,3838,11 hours,28.085,No,No
EMP2649,Employee_2650,27,2,Very High,Bad,9144,1 hours,29.923,Yes,No
EMP2650,Employee_2651,56,12,Low,Excellent,12888,2 hours,2.29,No,No
EMP2651,Employee_2652,51,11,Very Low,Good,15531,7 hours,24.394,No,No
EMP2652,Employee_2653,56,12,Very Low,Worst,18935,12 hours,29.88,No,No
EMP2653,Employee_2654,23,0,Very High,Excellent,10466,4 hours,19.97,Yes,Yes
EMP2654,Employee_2655,49,6,High,Bad,18095,6 hours,7.123,No,No
EMP2655,Employee_2656,25,12,Low,Bad,14193,7 hours,5.93,No,No
EMP2656,Employee_2657,38,7,Low,Good,4320,5 hours,3.55,No,No
EMP2657,Employee_2658,51,1,Very Low,Good,16264,4 hours,18.339,No,No
EMP2658,Employee_2659,28,3,Very High,Bad,15227,7 hours,9.771,No,No
EMP2659,Employee_2660,31,9,Very Low,Excellent,8234,No OT,11.129,No,No
EMP2660,Employee_2661,30,6,Very Low,Good,15070,No OT,17.34,Yes,No
EMP2661,Employee_2662,35,7,Very High,Worst,9144,No OT,19.381,Yes,No
EMP2662,Employee_2663,20,0,High,Bad,3552,2 hours,7.983,No,Yes
EMP2663,Employee_2664,40,3,Low,Worst,19865,9 hours,10.857,No,Yes
EMP2664,Employee_2665,49,5,High,Bad,18969,12 hours,24.513,No,No
EMP2665,Employee_2666,32,2,Very High,Worst,3599,11 hours,3.13,No,No
EMP2666,Employee_2667,53,4,Very High,Excellent,18098,5 hours,24.593,No,No
EMP2667,Employee_2668,23,9,Low,Bad,17800,5 hours,23.683,No,No
EMP2668,Employee_2669,47,8,High,Excellent,12356,4 hours,4.74,Yes,No
EMP2669,Employee_2670,57,10,Low,Good,15870,12 hours,19.884,No,No
EMP2670,Employee_2671,50,12,Very Low,Bad,15424,12 hours,27.218,No,No
EMP2671,Employee_2672,46,2,Very Low,Excellent,4982,6 hours,24.835,No,Yes
EMP2672,Employee_2673,24,4,Very Low,Worst,10830,4 hours,6.307,Yes,Yes
EMP2673,Employee_2674,44,7,High,Excellent,5997,1 hours,13.904,No,Yes
EMP2674,Employee_2675,22,5,Very Low,Bad,14606,3 hours,7.767,No,No
EMP2675,Employee_2676,52,3,Low,Excellent,4759,No OT,18.881,Yes,No
EMP2676,Employee_2677,23,7,High,Worst,10023,6 hours,28.78,No,No
EMP2677,Employee_2678,44,10,Low,Worst,16892,3 hours,14.582,No,Yes
EMP2678,Employee_2679,39,2,Very High,Worst,18409,12 hours,26.197,No,Yes
EMP2679,Employee_2680,53,2,High,Good,12529,3 hours,4.144,Yes,Yes
EMP2680,Employee_2681,45,3,Low,Bad,3114,12 hours,11.143,No,Yes
EMP2681,Employee_2682,24,8,Low,Worst,15149,3 hours,10.651,Yes,No
EMP2682,Employee_2683,54,4,High,Good,19952,2 hours,9.025,Yes,No
EMP2683,Employee_2684,47,7,Very High,Worst,18701,7 hours,17.676,No,Yes
EMP2684,Employee_2685,48,5,High,Excellent,12745,3 hours,9.846,No,No
EMP2685,Employee_2686,28,2,Very Low,Bad,5689,7 hours,12.176,No,Yes
EMP2686,Employee_2687,57,14,Very Low,Excellent,5988,8 hours,29.419,No,Yes
EMP2687,Employee_2688,25,7,Very High,Good,6151,No OT,20.188,No,No
EMP2688,Employee_2689,38,11,Low,Excellent,14719,3 hours,8.604,No,No
EMP2689,Employee_2690,30,8,Low,Excellent,18658,5 hours,8.139,No,No
EMP2690,Employee_2691,21,7,Low,Worst,12013,7 hours,17.211,Yes,No
EMP2691,Employee_2692,28,12,High,Excellent,9345,5 hours,28.29,Yes,No
EMP2692,Employee_2693,40,3,High,Worst,6574,11 hours,8.828,No,No
EMP2693,Employee_2694,43,13,Very High,Worst,10838,5 hours,7.203,No,No
EMP2694,Employee_2695,53,13,Very Low,Bad,19943,9 hours,19.005,Yes,No
EMP2695,Employee_2696,41,12,Low,Good,16329,3 hours,8.871,Yes,Yes
EMP2696,Employee_2697,22,10,Very Low,Good,17823,8 hours,15.662,No,No
EMP2697,Employee_2698,31,5,High,Good,8565,6 hours,5.014,No,Yes
EMP2698,Employee_2699,47,0,High,Worst,7435,10 hours,12.445,No,No
EMP2699,Employee_2700,49,3,High,Good,8650,5 hours,12.038,No,No
EMP2700,Employee_2701,45,7,Very Low,Worst,10436,No OT,14.072,No,No
EMP2701,Employee_2702,40,0,Very High,Bad,6708,1 hours,14.054,Yes,No
EMP2702,Employee_2703,47,2,Very High,Good,17451,11 hours,4.505,Yes,No
EMP2703,Employee_2704,45,0,High,Worst,4709,5 hours,9.71,No,No
EMP2704,Employee_2705,52,8,Low,Good,12953,10 hours,20.069,No,No
EMP2705,Employee_2706,40,1,Very Low,Good,4692,No OT,15.418,No,No
EMP2706,Employee_2707,54,8,High,Bad,18523,10 hours,17.411,No,No
EMP2707,Employee_2708,53,12,Very Low,Excellent,17322,4 hours,1.265,No,No
EMP2708,Employee_2709,37,3,Very Low,Good,12437,No OT,10.498,Yes,No
EMP2709,Employee_2710,30,1,Very High,Bad,3125,12 hours,15.732,No,Yes
EMP2710,Employee_2711,42,3,High,Good,15944,2 hours,24.489,No,Yes
EMP2711,Employee_2712,41,11,Very High,Good,4199,11 hours,29.629,No,No
EMP2712,Employee_2713,36,10,High,Good,9092,11 hours,24.29,No,No
EMP2713,Employee_2714,24,10,Very Low,Good,19375,11 hours,22.459,Yes,Yes
EMP2714,Employee_2715,30,9,Very High,Excellent,5711,6 hours,23.203,No,No
EMP2715,Employee_2716,49,5,Very Low,Excellent,12182,4 hours,29.03,No,No
EMP2716,Employee_2717,34,14,High,Good,8995,11 hours,18.194,Yes,No
EMP2717,Employee_2718,46,10,Low,Good,11182,9 hours,22.06,No,No
EMP2718,Employee_2719,54,6,Very High,Bad,8502,No OT,20.774,No,Yes
EMP2719,Employee_2720,52,2,Very High,Bad,15920,No OT,15.149,No,Yes
EMP2720,Employee_2721,39,2,Very Low,Worst,5565,7 hours,1.61,No,Yes
EMP2721,Employee_2722,35,11,Very Low,Excellent,13789,10 hours,13.48,No,Yes
EMP2722,Employee_2723,53,9,Low,Good,8024,12 hours,27.85,No,Yes
EMP2723,Employee_2724,21,11,Very High,Excellent,4031,8 hours,21.93,No,No
EMP2724,Employee_2725,54,7,High,Bad,4241,6 hours,14.493,No,Yes
EMP2725,Employee_2726,59,4,High,Excellent,4742,12 hours,6.027,Yes,No
EMP2726,Employee_2727,47,3,Very High,Excellent,8709,2 hours,14.638,No,No
EMP2727,Employee_2728,58,6,Very High,Good,17739,11 hours,6.724,Yes,No
EMP2728,Employee_2729,25,6,Very High,Good,14830,5 hours,1.202,No,No
EMP2729,Employee_2730,28,12,Low,Bad,16778,2 hours,1.401,No,No
EMP2730,Employee_2731,39,8,High,Good,11160,9 hours,3.027,No,No
EMP2731,Employee_2732,20,8,High,Bad,15375,3 hours,14.955,No,No
EMP2732,Employee_2733,27,4,Very Low,Bad,7403,11 hours,15.807,No,No
EMP2733,Employee_2734,42,12,Very Low,Worst,7897,3 hours,29.426,No,Yes
EMP2734,Employee_2735,22,11,Very High,Worst,3163,2 hours,10.081,Yes,Yes
EMP2735,Employee_2736,23,12,Very Low,Worst,6310,9 hours,1.178,Yes,Yes
EMP2736,Employee_2737,44,7,Low,Excellent,17991,5 hours,6.817,No,Yes
EMP2737,Employee_2738,57,9,High,Worst,5251,4 hours,2.979,No,No
EMP2738,Employee_2739,34,0,High,Good,14092,10 hours,8.185,No,Yes
EMP2739,Employee_2740,40,8,Very Low,Good,9590,8 hours,28.086,No,No
EMP2740,Employee_2741,54,7,Very High,Worst,10658,8 hours,28.458,Yes,No
EMP2741,Employee_2742,33,5,Very Low,Excellent,19816,2 hours,4.984,No,Yes
EMP2742,Employee_2743,55,12,Very High,Bad,8247,12 hours,23.049,No,No
EMP2743,Employee_2744,31,2,Low,Excellent,10715,8 hours,22.405,No,No
EMP2744,Employee_2745,36,2,High,Excellent,6817,12 hours,22.906,No,Yes
EMP2745,Employee_2746,58,7,Low,Bad,7600,11 hours,11.236,No,No
EMP2746,Employee_2747,28,4,High,Bad,12982,2 hours,22.896,No,No
EMP2747,Employee_2748,54,9,Low,Bad,3994,3 hours,3.983,No,No
EMP2748,Employee_2749,32,10,Very Low,Good,7731,No OT,15.635,No,Yes
EMP2749,Employee_2750,34,13,Low,Bad,10670,4 hours,9.542,No,Yes
EMP2750,Employee_2751,37,6,Low,Bad,11287,11 hours,5.282,No,No
EMP2751,Employee_2752,52,4,Very Low,Excellent,14876,8 hours,12.61,Yes,No
EMP2752,Employee_2753,25,7,High,Excellent,19415,1 hours,22.912,Yes,No
EMP2753,Employee_2754,46,9,High,Worst,18852,3 hours,13.022,Yes,No
EMP2754,Employee_2755,42,9,Very Low,Excellent,16490,9 hours,8.988,Yes,No
EMP2755,Employee_2756,46,3,Low,Bad,8562,1 hours,27.543,No,No
EMP2756,Employee_2757,53,1,Low,Good,11740,7 hours,13.596,No,No
EMP2757,Employee_2758,57,2,Low,Excellent,5248,8 hours,24.659,No,No
EMP2758,Employee_2759,33,7,Very High,Excellent,9192,2 hours,11.416,Yes,No
EMP2759,Employee_2760,55,14,High,Bad,12895,12 hours,20.171,No,No
EMP2760,Employee_2761,27,10,Low,Excellent,9406,8 hours,22.01,No,No
EMP2761,Employee_2762,54,12,High,Excellent,4156,5 hours,23.945,Yes,No
EMP2762,Employee_2763,38,6,Low,Bad,17318,5 hours,13.535,No,No
EMP2763,Employee_2764,49,12,Very Low,Excellent,11535,6 hours,23.736,No,No
EMP2764,Employee_2765,33,1,Very Low,Good,8295,11 hours,13.503,No,No
EMP2765,Employee_2766,39,5,High,Worst,15264,4 hours,5.808,No,No
EMP2766,Employee_2767,44,8,High,Excellent,9154,5 hours,26.013,No,No
EMP2767,Employee_2768,59,14,Very Low,Good,12136,10 hours,6.888,No,Yes
EMP2768,Employee_2769,43,3,Very High,Excellent,16213,No OT,6.737,No,No
EMP2769,Employee_2770,33,8,Very Low,Worst,15072,2 hours,3.358,No,No
EMP2770,Employee_2771,45,1,Low,Bad,13242,11 hours,29.43,No,No
EMP2771,Employee_2772,57,1,Very High,Worst,6285,8 hours,25.958,No,No
EMP2772,Employee_2773,42,8,Very Low,Excellent,12522,11 hours,6.39,Yes,No
EMP2773,Employee_2774,41,11,Very High,Worst,5003,4 hours,21.6,No,No
EMP2774,Employee_2775,38,6,Very High,Worst,12979,4 hours,1.406,Yes,No
EMP2775,Employee_2776,22,6,Very High,Bad,13438,7 hours,21.724,No,No
EMP2776,Employee_2777,38,0,High,Excellent,17227,10 hours,17.449,No,Yes
EMP2777,Employee_2778,28,12,Very Low,Worst,6672,10 hours,28.565,No,No
EMP2778,Employee_2779,47,10,High,Worst,10458,12 hours,1.227,No,No
EMP2779,Employee_2780,39,5,High,Bad,6479,1 hours,14.169,No,No
EMP2780,Employee_2781,26,12,Low,Good,17887,12 hours,19.568,No,No
EMP2781,Employee_2782,33,6,Low,Excellent,3051,6 hours,11.433,No,No
EMP2782,Employee_2783,28,10,Very High,Good,5159,8 hours,24.184,Yes,Yes
EMP2783,Employee_2784,38,13,Very High,Good,7390,6 hours,27.088,No,Yes
EMP2784,Employee_2785,33,5,Low,Bad,19080,11 hours,25.135,Yes,No
EMP2785,Employee_2786,57,5,Low,Bad,5112,4 hours,16.713,No,No
EMP2786,Employee_2787,55,1,Very Low,Excellent,15752,12 hours,10.121,No,Yes
EMP2787,Employee_2788,59,5,Very High,Good,17593,5 hours,29.612,No,No
EMP2788,Employee_2789,36,3,Very High,Worst,18339,3 hours,23.207,Yes,No
EMP2789,Employee_2790,49,8,Low,Good,4354,11 hours,11.795,No,No
EMP2790,Employee_2791,28,14,Very Low,Bad,8620,6 hours,18.564,No,Yes
EMP2791,Employee_2792,52,11,Low,Worst,6754,No OT,16.835,No,No
EMP2792,Employee_2793,44,0,Low,Worst,19593,3 hours,10.231,No,No
EMP2793,Employee_2794,33,12,High,Bad,19167,2 hours,2.101,No,No
EMP2794,Employee_2795,30,7,Very High,Worst,3237,12 hours,3.099,No,No
EMP2795,Employee_2796,54,4,Very Low,Good,11527,3 hours,1.513,Yes,No
EMP2796,Employee_2797,33,0,High,Bad,11075,No OT,12.324,Yes,No
EMP2797,Employee_2798,49,3,Very High,Excellent,11691,11 hours,16.491,No,No
EMP2798,Employee_2799,23,0,Low,Bad,12756,12 hours,14.693,No,No
EMP2799,Employee_2800,23,5,Very Low,Excellent,6540,1 hours,16.923,No,No
EMP2800,Employee_2801,47,1,Very High,Excellent,12327,11 hours,2.832,No,No
EMP2801,Employee_2802,27,14,Low,Bad,13540,10 hours,28.033,No,No
EMP2802,Employee_2803,21,4,High,Bad,10257,12 hours,27.778,No,No
EMP2803,Employee_2804,41,6,Very Low,Excellent,19533,8 hours,11.872,No,No
EMP2804,Employee_2805,35,1,Very High,Excellent,14720,6 hours,11.29,No,No
EMP2805,Employee_2806,48,5,High,Worst,4624,12 hours,8.137,Yes,Yes
EMP2806,Employee_2807,49,5,Low,Bad,10661,5 hours,12.358,No,No
EMP2807,Employee_2808,31,4,Low,Bad,10529,1 hours,6.807,No,No
EMP2808,Employee_2809,54,4,Very High,Worst,16654,No OT,16.882,No,No
EMP2809,Employee_2810,30,13,Low,Bad,5108,1 hours,27.503,No,No
EMP2810,Employee_2811,40,2,Very Low,Worst,6947,6 hours,15.859,No,No
EMP2811,Employee_2812,40,14,Very High,Worst,10899,1 hours,20.5,No,No
EMP2812,Employee_2813,24,9,High,Bad,16372,2 hours,16.137,No,No
EMP2813,Employee_2814,39,14,Very High,Good,7914,7 hours,23.234,No,No
EMP2814,Employee_2815,56,9,Very High,Excellent,9667,6 hours,12.079,No,No
EMP2815,Employee_2816,22,10,High,Bad,5263,11 hours,24.982,No,No
EMP2816,Employee_2817,52,11,Low,Good,6815,10 hours,5.343,No,No
EMP2817,Employee_2818,28,1,High,Worst,3577,10 hours,5.628,No,Yes
EMP2818,Employee_2819,28,6,Very Low,Good,18029,10 hours,23.568,No,Yes
EMP2819,Employee_2820,23,0,Low,Bad,19806,8 hours,29.106,No,No
EMP2820,Employee_2821,54,5,Very High,Bad,5763,11 hours,9.981,No,No
EMP2821,Employee_2822,36,5,Low,Good,18645,3 hours,2.3,No,No
EMP2822,Employee_2823,53,2,Low,Bad,11945,6 hours,2.947,Yes,No
EMP2823,Employee_2824,43,1,Very Low,Excellent,16854,No OT,3.242,Yes,No
EMP2824,Employee_2825,51,11,Low,Good,5712,10 hours,26.67,No,No
EMP2825,Employee_2826,20,1,Low,Worst,18857,10 hours,16.629,No,No
EMP2826,Employee_2827,27,13,Low,Good,11626,1 hours,18.742,No,No
EMP2827,Employee_2828,42,12,Very High,Good,16068,6 hours,4.656,No,No
EMP2828,Employee_2829,59,8,Low,Good,19867,1 hours,17.691,No,No
EMP2829,Employee_2830,31,10,High,Good,17719,5 hours,2.45,No,No
EMP2830,Employee_2831,31,4,Low,Worst,4533,12 hours,8.366,No,No
EMP2831,Employee_2832,34,6,Very Low,Worst,19553,9 hours,19.507,No,No
EMP2832,Employee_2833,38,11,Low,Worst,10093,11 hours,22.266,Yes,Yes
EMP2833,Employee_2834,45,4,Low,Good,16156,8 hours,3.842,No,Yes
EMP2834,Employee_2835,48,6,Very High,Excellent,16785,10 hours,17.017,No,No
EMP2835,Employee_2836,41,12,High,Excellent,18591,4 hours,14.836,No,Yes
EMP2836,Employee_2837,59,3,Low,Worst,17694,9 hours,15.186,No,No
EMP2837,Employee_2838,40,7,High,Excellent,6346,6 hours,2.664,No,No
EMP2838,Employee_2839,57,12,Very Low,Excellent,7013,12 hours,23.757,No,No
EMP2839,Employee_2840,39,10,Very High,Excellent,3031,No OT,15.42,No,No
EMP2840,Employee_2841,48,13,High,Excellent,14156,7 hours,4.948,Yes,No
EMP2841,Employee_2842,23,9,Very High,Excellent,13304,8 hours,26.97,No,No
EMP2842,Employee_2843,26,12,Low,Bad,10877,12 hours,21.456,No,No
EMP2843,Employee_2844,47,10,Very Low,Worst,9170,4 hours,4.634,No,No
EMP2844,Employee_2845,47,9,Very High,Good,15078,5 hours,17.598,No,Yes
EMP2845,Employee_2846,23,6,Low,Excellent,5315,12 hours,4.072,Yes,No
EMP2846,Employee_2847,41,9,High,Bad,3065,10 hours,29.63,No,Yes
EMP2847,Employee_2848,31,14,Very Low,Good,15420,7 hours,21.856,No,No
EMP2848,Employee_2849,22,4,Very Low,Bad,10533,3 hours,3.459,No,Yes
EMP2849,Employee_2850,41,10,High,Excellent,17204,1 hours,4.706,No,Yes
EMP2850,Employee_2851,21,5,High,Excellent,18317,9 hours,28.847,No,No
EMP2851,Employee_2852,43,4,Very Low,Excellent,18457,7 hours,18.59,No,No
EMP2852,Employee_2853,53,6,Very High,Excellent,19968,1 hours,9.601,No,No
EMP2853,Employee_2854,46,11,Very Low,Good,8244,4 hours,4.469,No,Yes
EMP2854,Employee_2855,20,1,High,Good,11154,12 hours,25.791,No,No
EMP2855,Employee_2856,27,4,Very High,Bad,14822,5 hours,5.847,No,No
EMP2856,Employee_2857,42,14,Low,Worst,4892,4 hours,1.348,No,No
EMP2857,Employee_2858,57,9,Very Low,Excellent,10018,5 hours,4.651,Yes,Yes
EMP2858,Employee_2859,25,14,High,Bad,13621,5 hours,3.878,Yes,No
EMP2859,Employee_2860,41,2,Low,Bad,3973,2 hours,12.857,Yes,No
EMP2860,Employee_2861,44,8,Very Low,Bad,13834,10 hours,5.749,No,No
EMP2861,Employee_2862,37,12,Very Low,Excellent,9615,10 hours,12.261,No,No
EMP2862,Employee_2863,36,5,Very High,Excellent,7329,2 hours,21.378,Yes,No
EMP2863,Employee_2864,31,12,High,Bad,4477,8 hours,12.304,Yes,No
EMP2864,Employee_2865,25,9,Low,Excellent,10329,2 hours,1.002,No,No
EMP2865,Employee_2866,45,2,Very Low,Bad,9444,2 hours,18.501,No,No
EMP2866,Employee_2867,46,6,Very High,Good,19385,10 hours,26.658,No,No
EMP2867,Employee_2868,27,3,Low,Excellent,14406,1 hours,24.267,Yes,No
EMP2868,Employee_2869,38,13,Low,Good,9843,6 hours,13.694,No,No
EMP2869,Employee_2870,20,2,Very Low,Worst,8972,9 hours,15.353,No,Yes
EMP2870,Employee_2871,48,7,Low,Excellent,18295,9 hours,2.517,Yes,No
EMP2871,Employee_2872,54,12,Very Low,Worst,8105,3 hours,22.23,No,No
EMP2872,Employee_2873,59,3,Very High,Bad,13931,No OT,11.087,No,No
